Block,Lot,Ward,Sect,CityTax,StateTax,ResCode,AmountDue,PoliceDistrict,CouncilDistrict
2481,3,16,210,$4049.39,$201.75,NOT A PRINCIPAL RESIDENCE,$4626.42,SOUTHWESTERN,9
63,54,16,120,$1501.66,$74.82,PRINCIPAL RESIDENCE      ,$672.76,WESTERN,9
63,55,16,120,$1501.66,$74.82,PRINCIPAL RESIDENCE      ,$672.76,WESTERN,9
63,56,16,120,$1501.66,$74.82,PRINCIPAL RESIDENCE      ,$672.76,WESTERN,9
71,85,16,50,$464.59,$23.15,PRINCIPAL RESIDENCE      ,$223.67,WESTERN,9
3971G,52,27,390,$3246.11,$161.73,PRINCIPAL RESIDENCE      ,$146.05,NORTHEASTERN,3
5,34,15,130,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
160,44,20,220,$636.93,$31.73,PRINCIPAL RESIDENCE      ,$101.75,WESTERN,9
1459,5,8,190,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,EASTERN,12
5,37,15,130,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
160,43,20,220,$636.93,$31.73,PRINCIPAL RESIDENCE      ,$446.32,WESTERN,9
5,40,15,130,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
166,46,19,40,$1877.08,$93.52,PRINCIPAL RESIDENCE      ,$990.50,WESTERN,9
160,51,20,220,$636.93,$31.73,PRINCIPAL RESIDENCE      ,$676.55,WESTERN,9
176,11,20,220,$636.93,$31.73,PRINCIPAL RESIDENCE      ,$432.74,WESTERN,9
5,53,15,130,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
176,13,20,220,$636.93,$31.73,PRINCIPAL RESIDENCE      ,$621.76,WESTERN,9
177,56,20,150,$726.85,$36.21,PRINCIPAL RESIDENCE      ,$582.60,WESTERN,9
1458,86,8,190,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,EASTERN,12
1458,88,8,190,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,EASTERN,12
147,38,20,160,$1179.46,$58.76,PRINCIPAL RESIDENCE      ,$161.01,WESTERN,9
147,43,20,160,$726.85,$36.21,PRINCIPAL RESIDENCE      ,$352.26,WESTERN,9
166,49,19,40,$1877.08,$93.52,PRINCIPAL RESIDENCE      ,$495.66,WESTERN,9
3100L,75,15,240,$3214.64,$160.16,PRINCIPAL RESIDENCE      ,$708.38,NORTHWESTERN,7
6,1,15,370,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,7
6,2,15,370,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,4,15,370,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,5,15,370,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,6,15,370,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,7,15,370,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,7
5263,74,27,100,$2197.04,$109.46,PRINCIPAL RESIDENCE      ,$200.02,NORTHEASTERN,4
6,9,15,370,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,7
6,10,15,370,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,7
6,11,15,370,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,7
6,12,15,370,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,7
6,13,15,370,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,14,15,370,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,7
6,15,15,370,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,7
6,16,15,370,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,7
6,17,15,370,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,7
6,18,15,370,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,7
6,19,15,370,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,20,15,370,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,7
197,8,19,140,$1462.71,$72.88,NOT A PRINCIPAL RESIDENCE,$1535.60,WESTERN,9
6,22,15,370,$67.44,$3.36,PRINCIPAL RESIDENCE      ,,WESTERN,7
6,24,15,370,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
3866,36,12,190,$1798.40,$89.60,NOT A PRINCIPAL RESIDENCE,$1888.00,,
3100P,61,15,240,$3266.34,$162.74,PRINCIPAL RESIDENCE      ,$1232.36,NORTHWESTERN,6
6,28,15,370,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
6,028A,15,370,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7229,28,25,80,$659.41,$32.85,NOT A PRINCIPAL RESIDENCE,$732.82,SOUTHERN,10
6,29,15,370,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,029A,15,370,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7227,7,25,80,$2419.59,$120.55,PRINCIPAL RESIDENCE      ,$25.21,SOUTHERN,10
6,029C,15,370,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,7
6,029D,15,370,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,7
6,029E,15,370,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,029F,15,370,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,029G,15,370,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,7
6,029H,15,370,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,029I,15,370,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,029J,15,370,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,7
6,029K,15,370,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,7
6,029M,15,370,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,029P,15,370,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$330.54,WESTERN,7
6,029O,15,370,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,7
6275,15,26,190,$3372.00,$168.00,NOT A PRINCIPAL RESIDENCE,$565.76,SOUTHEASTERN,1
6,029Q,15,370,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,029R,15,370,$674.40,$33.60,PRINCIPAL RESIDENCE      ,,WESTERN,7
6,30,15,370,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,030A,15,370,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,030B,15,370,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,030C,15,370,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,029N,15,370,$674.40,$33.60,PRINCIPAL RESIDENCE      ,$704.63,WESTERN,7
4292,59,27,230,$786.80,$39.20,PRINCIPAL RESIDENCE      ,$11.22,,
4163B,2,8,20,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$6.46,EASTERN,12
217,65,18,60,$683.39,$34.05,NOT A PRINCIPAL RESIDENCE,$717.46,SOUTHERN,9
6,34,15,370,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,35,15,370,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,36,15,370,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,37,15,370,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
4600,4,27,200,$494.56,$24.64,PRINCIPAL RESIDENCE      ,$234.29,NORTHWESTERN,6
4949,5,27,130,$7573.51,$377.33,PRINCIPAL RESIDENCE      ,$3509.10,NORTHERN,6
6,038B,15,370,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6,39,15,370,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
212,14,19,70,$4789.75,$238.64,PRINCIPAL RESIDENCE      ,$5142.52,SOUTHERN,9
7,3,15,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7,4,15,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7,6,15,160,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
219,2,18,100,$722.35,$35.99,NOT A PRINCIPAL RESIDENCE,$758.36,SOUTHERN,9
7,9,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
219,3,18,100,$745.59,$37.15,NOT A PRINCIPAL RESIDENCE,$782.76,SOUTHERN,9
7,11,15,160,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7,13,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
1464,34,8,210,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,EASTERN,13
219,8,18,100,$890.21,$44.35,NOT A PRINCIPAL RESIDENCE,$934.58,SOUTHERN,9
4582,8,27,210,$9205.56,$458.64,NOT A PRINCIPAL RESIDENCE,,NORTHWESTERN,6
3196,18,15,350,$1348.80,$67.20,NOT A PRINCIPAL RESIDENCE,$27.65,NORTHWESTERN,6
3196C,24,28,10,$1943.78,$96.84,PRINCIPAL RESIDENCE      ,$880.04,NORTHWESTERN,6
7,19,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7231,1,25,80,$1481.43,$73.81,NOT A PRINCIPAL RESIDENCE,$1646.35,SOUTHERN,10
7,21,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7,22,15,160,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
7,23,15,160,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
7,24,15,160,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
7,25,15,160,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
7,26,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7,27,15,160,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
7,28,15,160,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7,29,15,160,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
7,30,15,160,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
3244,21,13,50,$1272.37,$63.39,PRINCIPAL RESIDENCE      ,$371.63,WESTERN,7
7,32,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7,33,15,160,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
7,34,15,160,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
7,35,15,160,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
7,36,15,160,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
7,37,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7,39,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7,41,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7,43,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7,17,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7,40,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7,44,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7,45,15,160,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
3357A,6,13,40,$5082.73,$253.23,PRINCIPAL RESIDENCE      ,$19.94,NORTHERN,7
7,48,15,160,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
7,49,15,160,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
3417,103,13,70,$1337.56,$66.64,NOT A PRINCIPAL RESIDENCE,$27.42,WESTERN,7
7,51,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7,52,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7,53,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7,54,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
3417,115,13,70,$1346.55,$67.09,NOT A PRINCIPAL RESIDENCE,$27.60,WESTERN,7
246,23,19,120,$3506.14,$174.68,PRINCIPAL RESIDENCE      ,$1734.54,SOUTHERN,9
3459,50,13,100,$3261.85,$162.51,NOT A PRINCIPAL RESIDENCE,$66.87,CENTRAL,7
7,58,15,160,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
3459,52,13,100,$2486.29,$123.87,NOT A PRINCIPAL RESIDENCE,$50.97,CENTRAL,7
1464,79,8,210,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,EASTERN,13
228,42,19,70,$3979.70,$198.28,PRINCIPAL RESIDENCE      ,$216.59,SOUTHERN,9
7,62,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7,64,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7,66,15,160,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
7,67,15,160,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
7,68,15,160,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
7,70,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
231,17,19,130,$6887.87,$343.17,PRINCIPAL RESIDENCE      ,$3365.56,SOUTHERN,9
246,41,19,120,$4103.34,$204.44,PRINCIPAL RESIDENCE      ,$787.77,SOUTHERN,9
3845,56,12,170,$2481.79,$123.65,NOT A PRINCIPAL RESIDENCE,$50.88,NORTHERN,12
7,72,15,160,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,WESTERN,7
7,73,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7,74,15,160,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
853,1,21,130,$39776.85,$1981.76,NOT A PRINCIPAL RESIDENCE,$41758.62,SOUTHERN,10
3937,57,9,180,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$313.83,NORTHEASTERN,14
3937,66,9,180,$674.40,$33.60,PRINCIPAL RESIDENCE      ,$221.28,NORTHEASTERN,14
7229,33,25,80,$1202.68,$59.92,PRINCIPAL RESIDENCE      ,$23.76,SOUTHERN,10
1464,88,8,210,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,EASTERN,13
8,2,15,150,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,3,15,150,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,4,15,150,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
3969J,37,27,80,$2413.61,$120.25,PRINCIPAL RESIDENCE      ,$1104.24,NORTHEASTERN,3
8,7,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,8,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,14,15,150,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
285,067A,21,10,$3452.93,$172.03,PRINCIPAL RESIDENCE      ,$1718.34,SOUTHERN,10
8,16,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,13,15,150,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
858,108B,21,120,$3279.09,$163.37,PRINCIPAL RESIDENCE      ,$1386.52,SOUTHERN,10
858,124,21,120,$4617.39,$230.05,PRINCIPAL RESIDENCE      ,$2148.86,,
859,2,21,130,$3572.07,$177.97,PRINCIPAL RESIDENCE      ,$1693.75,SOUTHERN,10
861,68,22,60,$4299.68,$214.22,PRINCIPAL RESIDENCE      ,$2129.39,SOUTHERN,11
867,4,22,20,$6968.80,$347.20,PRINCIPAL RESIDENCE      ,$601.91,SOUTHERN,11
867,28,22,20,$5440.16,$271.04,PRINCIPAL RESIDENCE      ,$2664.22,,
8,18,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
4010H,7,9,140,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$3.37,EASTERN,12
8,20,15,150,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
4108,005A,9,160,$1126.25,$56.11,PRINCIPAL RESIDENCE      ,$552.79,NORTHEASTERN,14
1103,68,12,110,$112.40,$5.60,PRINCIPAL RESIDENCE      ,,EASTERN,12
8,24,15,150,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
4074A,5,9,30,$2205.29,$109.87,NOT A PRINCIPAL RESIDENCE,$11.25,NORTHERN,14
4165,77,8,20,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$98.40,EASTERN,14
1565,59,7,70,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,,
4150,3,27,10,$1955.02,$97.40,PRINCIPAL RESIDENCE      ,$367.31,NORTHEASTERN,13
8,30,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,31,15,150,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
331,24,14,130,$9875.46,$492.02,NOT A PRINCIPAL RESIDENCE,$5717.67,CENTRAL,11
8,33,15,150,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,34,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,35,15,150,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,36,15,150,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,37,15,150,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,38,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,39,15,150,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,40,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,42,15,150,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,43,15,150,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
34,36,15,100,$472.08,$23.52,PRINCIPAL RESIDENCE      ,$501.52,WESTERN,7
1466,85,8,70,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$395.46,EASTERN,12
8,44,15,150,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
5165D,36,27,490,$993.62,$49.50,NOT A PRINCIPAL RESIDENCE,$20.37,NORTHERN,4
3165,27,15,310,$1126.25,$56.11,PRINCIPAL RESIDENCE      ,$200.00,NORTHWESTERN,6
5267I,14,27,460,$2531.25,$126.11,PRINCIPAL RESIDENCE      ,$449.60,NORTHEASTERN,4
8,49,15,150,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
6069,225,26,260,$2457.06,$122.42,PRINCIPAL RESIDENCE      ,$206.82,NORTHEASTERN,2
8,51,15,150,$112.40,$5.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,52,15,150,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
5267O,80,27,90,$2525.25,$125.81,PRINCIPAL RESIDENCE      ,$1189.66,NORTHEASTERN,3
767,89,21,50,$1677.01,$83.55,PRINCIPAL RESIDENCE      ,$1237.47,SOUTHERN,10
8,57,15,150,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,58,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,59,15,150,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
8,60,15,150,$449.60,$22.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,61,15,150,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
8,63,15,150,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,64,15,150,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,65,15,150,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
8,66,15,150,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,67,15,150,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,69,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
329,42,14,130,$1578.10,$78.62,PRINCIPAL RESIDENCE      ,$221.37,CENTRAL,11
780,25,21,30,$3189.91,$158.93,PRINCIPAL RESIDENCE      ,$1568.84,SOUTHERN,10
1467,88,8,190,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,EASTERN,12
7231,87,25,80,$2306.45,$114.91,PRINCIPAL RESIDENCE      ,$1850.27,SOUTHERN,10
8,70,15,150,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
8,71,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,72,15,150,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
8,73,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,74,15,150,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,75,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,76,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,77,15,150,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,78,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7190,4,25,90,$1348.80,$67.20,PRINCIPAL RESIDENCE      ,$685.29,SOUTHERN,10
387,12,12,70,$3898.03,$194.21,NOT A PRINCIPAL RESIDENCE,$4464.55,CENTRAL,12
389,49,12,90,$4774.75,$237.89,NOT A PRINCIPAL RESIDENCE,$2666.27,CENTRAL,12
9,4,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7644,84,25,50,$2310.94,$115.14,NOT A PRINCIPAL RESIDENCE,,SOUTHERN,10
9,6,15,150,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7245,16,25,60,$1993.98,$99.34,NOT A PRINCIPAL RESIDENCE,$2307.67,SOUTHERN,10
6570,107,26,30,$7760.10,$386.62,PRINCIPAL RESIDENCE      ,$196.70,SOUTHEASTERN,1
9,11,15,150,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,12,15,150,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,13,15,150,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,15,15,150,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
389,19,12,90,$3778.89,$188.27,NOT A PRINCIPAL RESIDENCE,$4007.56,CENTRAL,12
389,020A,12,90,$6651.83,$331.41,NOT A PRINCIPAL RESIDENCE,$7463.42,CENTRAL,12
9,16,15,150,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,18,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
3244,42,13,50,$1346.55,$67.09,NOT A PRINCIPAL RESIDENCE,$495.28,WESTERN,7
9,20,15,150,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,21,15,150,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,22,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,23,15,150,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
466,35,11,10,$5262.57,$262.19,NOT A PRINCIPAL RESIDENCE,$5524.78,CENTRAL,12
9,26,15,150,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,27,15,150,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
9,28,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,29,15,150,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,30,15,150,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
9,32,15,150,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
1468,13,8,180,$562.00,$28.00,NOT A PRINCIPAL RESIDENCE,$659.12,EASTERN,12
9,34,15,150,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,35,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,36,15,150,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
9,37,15,150,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,38,15,150,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,39,15,150,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
9,17,15,150,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,$1056.94,WESTERN,7
9,41,15,150,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,25,15,150,$224.80,$11.20,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
7988,16,28,50,$2806.25,$139.81,PRINCIPAL RESIDENCE      ,$299.72,SOUTHWESTERN,8
9,42,15,150,$1011.60,$50.40,PRINCIPAL RESIDENCE      ,,WESTERN,7
9,43,15,150,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,44,15,150,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,45,15,150,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,46,15,150,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
9,47,15,150,$67.44,$3.36,PRINCIPAL RESIDENCE      ,,WESTERN,7
9,48,15,150,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
9,50,15,150,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,51,15,150,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
9,53,15,150,$337.20,$16.80,PRINCIPAL RESIDENCE      ,,WESTERN,7
4293,193,27,230,$1079.04,$53.76,PRINCIPAL RESIDENCE      ,$662.77,,
9,56,15,150,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
8,27,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,WESTERN,7
8218A,18,28,20,$2210.53,$110.13,PRINCIPAL RESIDENCE      ,$1067.03,NORTHWESTERN,5
8,28,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,WESTERN,7
9,60,15,150,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,61,15,150,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,62,15,150,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
9,64,15,150,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,7
